fruit,stem,image_source,mask_source,action,reason,note,source,confirmed_by,confirmed_at,session,split_group,has_instances,has_boxes,rule_pending,overlap_neighbors,instances_source,boxes_source,apple_check_verdict,verdict_source,peach_dup_candidate,mask_audit_reason
peach,210629-t2-12,reviewed_260916,reviewed_260916,keep,,AI 가 추가로 잡은 것은 잎(오검출). 누락 아님,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,,
peach,210629-t2-13,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 1개 추가(AI 제안 성분 1),ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,,
peach,210629-t2-14,reviewed_260916,reviewed_260916,keep,,,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,,
peach,210629-t2-15,reviewed_260916,reviewed_260916,keep,,,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,,
peach,210629-t2-16,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 4개 추가(AI 제안 성분 2 3 4 5),ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,,
peach,210629-t2-17,reviewed_260916,reviewed_260916,keep,,1차 «연두색 미숙과 1개» → 미숙과는 라벨 대상 아님으로 판단,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,,
peach,210629-t2-18,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 1개 추가(AI 제안 성분 1) | 잎 우세/불명 성분 #1(fruit_leafy) 윤곽 조정 필요,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,,
peach,210629-t2-19,reviewed_260916,reviewed_260916,keep,,,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,,
peach,210629-t2-20,reviewed_260916,reviewed_260916,keep,,,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,,
peach,210629-t2-of10-01,reviewed_260916,reviewed_260916,keep,,,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of10,
peach,210629-t2-of10-02,reviewed_260916,reviewed_260916,keep,,,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of10,
peach,210629-t2-of10-03,reviewed_260916,reviewed_260916,keep,,근접 촬영 — 잎 위까지 채운 통짜 원(amodal),ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of10,
peach,210629-t2-of10-04,reviewed_260916,reviewed_260916,keep,,,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of10,
peach,210629-t2-of10-05,reviewed_260916,reviewed_260916,keep,,,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of10,
peach,210629-t2-of11-01,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 1개 추가(AI 제안 성분 1) | 잎 우세/불명 성분 #1(edge_unclear) 윤곽 조정 필요,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of11,
peach,210629-t2-of11-02,reviewed_260916,reviewed_260916,keep,,,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of11,
peach,210629-t2-of11-03,reviewed_260916,reviewed_260916,keep,,근접 촬영 — 잎 위까지 채운 통짜 원(amodal),ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of11,
peach,210629-t2-of11-04,reviewed_260916,reviewed_260916,keep,,근접 촬영 — 잎 위까지 채운 통짜 원(amodal),ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of11,
peach,210629-t2-of11-05,reviewed_260916,reviewed_260916,keep,,,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of11,
peach,210629-t2-of12-01,reviewed_260916,reviewed_260916,keep,,,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of12,
peach,210629-t2-of12-02,reviewed_260916,reviewed_260916,keep,,,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of12,
peach,210629-t2-of12-03,reviewed_260916,reviewed_260916,keep,,,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of12,
peach,210629-t2-of12-04,reviewed_260916,reviewed_260916,keep,,근접 촬영 — 잎 위까지 채운 통짜 원(amodal),ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of12,
peach,210629-t2-of12-05,reviewed_260916,reviewed_260916,keep,,,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of12,
peach,210629-t2-of13-01,reviewed_260916,reviewed_260916,keep,,근접 촬영 — 잎 위까지 채운 통짜 원(amodal),ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of13,
peach,210629-t2-of13-02,reviewed_260916,reviewed_260916,keep,,잎에 가린 복숭아를 통째 원으로 그림(대표 사례),ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of13,
peach,210629-t2-of13-03,reviewed_260916,reviewed_260916,keep,,그늘 사진. AI 제안이 잎을 대거 오검출 — AI 제안 신뢰 금지,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of13,
peach,210629-t2-of13-04,reviewed_260916,reviewed_260916,keep,,가려진 부분까지 채움,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of13,
peach,210629-t2-of13-05,reviewed_260916,reviewed_260916,keep,,오른쪽 복숭아는 거의 잎에 가려졌는데 원 전체를 칠함,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of13,
peach,210629-t2-of14-01,reviewed_260916,reviewed_260916,keep,,근접 촬영 — 잎 위까지 채운 통짜 원(amodal),ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of14,
peach,210629-t2-of14-02,reviewed_260916,reviewed_260916,keep,,앞을 가로지르는 잎 포함,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of14,
peach,210629-t2-of14-03,reviewed_260916,reviewed_260916,keep,,앞을 가로지르는 잎 포함,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of14,
peach,210629-t2-of14-04,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 4개 추가(AI 제안 성분 1 2 3 4) | 잎 우세/불명 성분 #1(fruit_leafy) #2(fruit_leafy) #3(fruit_leafy) 윤곽 조정 필요,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of14,
peach,210629-t2-of14-05,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 1개 추가(AI 제안 성분 1),ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of14,
peach,210629-t2-of15-01,reviewed_260916,reviewed_260916,keep,,큰 잎이 앞을 절반 가리는데 라벨은 완전한 원(1차 지적 확인),ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of15,
peach,210629-t2-of15-02,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 1개 추가(AI 제안 성분 2) | 잎 우세/불명 성분 #2(fruit_leafy) 윤곽 조정 필요,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of15,
peach,210629-t2-of15-03,reviewed_260916,reviewed_260916,keep,,근접 촬영 — 잎 위까지 채운 통짜 원(amodal),ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of15,
peach,210629-t2-of15-04,reviewed_260916,reviewed_260916,keep,,사이클1 재판정: reverted_to_original → 원본 마스크로 복귀,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of15,
peach,210629-t2-of15-05,reviewed_260916,reviewed_260916,keep,,근접 촬영 — 잎 위까지 채운 통짜 원(amodal),ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of15,
peach,210629-t2-of16-01,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 1개 추가(AI 제안 성분 1) | 잎 우세/불명 성분 #1(fruit_leafy) 윤곽 조정 필요,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of16,
peach,210629-t2-of16-02,reviewed_260916,reviewed_260916,keep,,,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of16,
peach,210629-t2-of16-03,reviewed_260916,reviewed_260916,keep,,잎 포함해 채움,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of16,
peach,210629-t2-of16-04,reviewed_260916,reviewed_260916,needs_human,,2차가 누락 지적했으나 AI 후보가 없거나 불명확 → 사람이 툴에서 확인: 오른쪽 1개(2차만),ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of16,
peach,210629-t2-of16-05,reviewed_260916,reviewed_260916,keep,,잎 포함해 채움,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of16,
peach,210629-t2-of17-01,reviewed_260916,reviewed_260916,keep,,붙은 두 알이 8자 한 덩어리,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of17,
peach,210629-t2-of17-02,reviewed_260916,reviewed_260916,keep,,근접 촬영 — 잎 위까지 채운 통짜 원(amodal),ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of17,
peach,210629-t2-of17-03,reviewed_260916,reviewed_260916,keep,,,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of17,
peach,210629-t2-of17-04,reviewed_260916,reviewed_260916,keep,,아래를 가로지르는 잎 포함,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of17,
peach,210629-t2-of17-05,reviewed_260916,reviewed_260916,keep,,근접 촬영 — 잎 위까지 채운 통짜 원(amodal),ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of17,
peach,210629-t2-of18-01,reviewed_260916,reviewed_260916,keep,,,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of18,
peach,210629-t2-of18-02,reviewed_260916,reviewed_260916,keep,,왼쪽 잎끝 포함,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of18,
peach,210629-t2-of18-03,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 1개 추가(AI 제안 성분 1),ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of18,
peach,210629-t2-of18-04,reviewed_260916,reviewed_260916,keep,,앞 잎 포함,ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of18,
peach,210629-t2-of18-05,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 1개 추가(AI 제안 성분 1),ai,,,210629-t2,p0002,0,1,,,none,psm_gt,,none,burst_of18,
peach,210629-t3-01,reviewed_260916,reviewed_260916,keep,,,ai,,,210629-t3,p0003,0,1,,,none,psm_gt,,none,,
peach,210629-t3-02,reviewed_260916,reviewed_260916,keep,,,ai,,,210629-t3,p0003,0,1,,,none,psm_gt,,none,,
peach,210629-t3-03,reviewed_260916,reviewed_260916,keep,,,ai,,,210629-t3,p0003,0,1,,,none,psm_gt,,none,,
peach,210629-t3-04,reviewed_260916,reviewed_260916,keep,,,ai,,,210629-t3,p0003,0,1,,,none,psm_gt,,none,pair_04,bottom_5pct_ratio
peach,210629-t3-05,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 2개 추가(AI 제안 성분 2 3) | 잎 우세/불명 성분 #2(fruit_leafy) #3(edge_unclear) 윤곽 조정 필요,ai,,,210629-t3,p0003,0,1,,,none,psm_gt,,none,,
peach,210629-t3-06,reviewed_260916,reviewed_260916,needs_human,,2차가 누락 지적했으나 AI 후보가 없거나 불명확 → 사람이 툴에서 확인: 오른쪽 1개(2차만). 라벨은 2개뿐,ai,,,210629-t3,p0003,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
peach,210629-t3-07,reviewed_260916,reviewed_260916,keep,,,ai,,,210629-t3,p0003,0,1,,,none,psm_gt,,none,pair_04,bottom_5pct_ratio
peach,210629-t3-08,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 4개 추가(AI 제안 성분 1 2 3 4),ai,,,210629-t3,p0003,0,1,,,none,psm_gt,,none,pair_04,
peach,210629-t3-09,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 2개 추가(AI 제안 성분 1 2) | 잎 우세/불명 성분 #2(fruit_leafy) 윤곽 조정 필요,ai,,,210629-t3,p0003,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
peach,210629-t3-10,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 1개 추가(AI 제안 성분 1),ai,,,210629-t3,p0003,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
peach,210629-t3-11,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 1개 추가(AI 제안 성분 1),ai,,,210629-t3,p0003,0,1,,,none,psm_gt,,none,,
peach,210629-t3-12,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 1개 추가(AI 제안 성분 1) | 잎 우세/불명 성분 #1(fruit_leafy) 윤곽 조정 필요,ai,,,210629-t3,p0003,0,1,,,none,psm_gt,,none,,
peach,210629-t3-13,reviewed_260916,reviewed_260916,needs_human,,사이클1 재판정: 경계 번짐 성분 제거 → 원본 마스크. 1·2차가 같은 자리 누락 지적(마스크 아래 경계가 수평으로 끊김) → 사람 확인 필요,ai,,,210629-t3,p0003,0,1,,,none,psm_gt,,none,,
peach,210629-t3-14,reviewed_260916,reviewed_260916,keep,,라벨 원이 잎 위까지 덮음(1차 filled_blob 에 안 잡힘 — 2차 추가 지적),ai,,,210629-t3,p0003,0,1,,,none,psm_gt,,none,,
peach,210629-t3-15,reviewed_260916,reviewed_260916,keep,,라벨 원이 잎 위까지 덮음(2차 추가 지적),ai,,,210629-t3,p0003,0,1,,,none,psm_gt,,none,,
peach,210629-t3-16,reviewed_260916,reviewed_260916,needs_human,,2차가 누락 지적했으나 AI 후보가 없거나 불명확 → 사람이 툴에서 확인: 뒷줄 나무 1개 + 잎 위 채움,ai,,,210629-t3,p0003,0,1,,,none,psm_gt,,none,pair_04,
peach,210629-t3-17,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 1개 추가(AI 제안 성분 1),ai,,,210629-t3,p0003,0,1,,,none,psm_gt,,none,,
peach,210629-t3-18,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 2개 추가(AI 제안 성분 1 2) | 잎 우세/불명 성분 #1(fruit_leafy) 윤곽 조정 필요,ai,,,210629-t3,p0003,0,1,,,none,psm_gt,,none,,
peach,210629-t3-19,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 1개 추가(AI 제안 성분 1) | 잎 우세/불명 성분 #1(fruit_leafy) 윤곽 조정 필요,ai,,,210629-t3,p0003,0,1,,,none,psm_gt,,none,,
peach,210629-t3-20,reviewed_260916,reviewed_260916,keep,,붙은 두 알이 8자 덩어리 + 잎 위 채움,ai,,,210629-t3,p0003,0,1,,,none,psm_gt,,none,,
peach,210629-t4-01,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 1개 추가(AI 제안 성분 1),ai,,,210629-t4,p0004,0,1,,,none,psm_gt,,none,,
peach,210629-t4-02,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 3개 추가(AI 제안 성분 1 2 3) | 잎 우세/불명 성분 #1(fruit_leafy) #2(fruit_leafy) 윤곽 조정 필요,ai,,,210629-t4,p0004,0,1,,,none,psm_gt,,none,,
peach,210629-t4-03,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 1개 추가(AI 제안 성분 1) | 잎 우세/불명 성분 #1(fruit_leafy) 윤곽 조정 필요,ai,,,210629-t4,p0004,0,1,,,none,psm_gt,,none,,
peach,210629-t4-04,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 3개 추가(AI 제안 성분 1 2 3) | 잎 우세/불명 성분 #1(fruit_leafy) #2(fruit_leafy) #3(fruit_leafy) 윤곽 조정 필요,ai,,,210629-t4,p0004,0,1,,,none,psm_gt,,none,,
peach,210629-t4-05,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 6개 추가(AI 제안 성분 1 2 3 4 5 6) | 잎 우세/불명 성분 #3(fruit_leafy) 윤곽 조정 필요,ai,,,210629-t4,p0004,0,1,,,none,psm_gt,,none,,
peach,210629-t4-06,reviewed_260916,reviewed_260916,keep,,,ai,,,210629-t4,p0004,0,1,,,none,psm_gt,,none,,
peach,210629-t4-07,reviewed_260916,reviewed_260916,keep,,,ai,,,210629-t4,p0004,0,1,,,none,psm_gt,,none,,
peach,210629-t4-08,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 1개 추가(AI 제안 성분 1) | 잎 우세/불명 성분 #1(fruit_leafy) 윤곽 조정 필요,ai,,,210629-t4,p0004,0,1,,,none,psm_gt,,none,,
peach,210629-t4-09,reviewed_260916,reviewed_260916,keep,,GT 가 잎 위까지 크게 덮음(missed 2.60%),ai,,,210629-t4,p0004,0,1,,,none,psm_gt,,none,,
peach,210629-t4-10,reviewed_260916,reviewed_260916,needs_human,,2차가 누락 지적했으나 AI 후보가 없거나 불명확 → 사람이 툴에서 확인: 가장자리 1개(2차만),ai,,,210629-t4,p0004,0,1,,,none,psm_gt,,none,,
peach,210629-t4-11,reviewed_260916,reviewed_260916,keep,,1차 자동 후보 1개는 지면/뒷줄로 판단 → 누락 아님,ai,,,210629-t4,p0004,0,1,,,none,psm_gt,,none,,
peach,210629-t4-12,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 1개 추가(AI 제안 성분 1) | 잎 우세/불명 성분 #1(fruit_leafy) 윤곽 조정 필요,ai,,,210629-t4,p0004,0,1,,,none,psm_gt,,none,,
peach,210629-t4-13,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 3개 추가(AI 제안 성분 1 2 3) | 잎 우세/불명 성분 #3(fruit_leafy) 윤곽 조정 필요,ai,,,210629-t4,p0004,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
peach,210629-t4-14,reviewed_260916,reviewed_260916,keep,,1차 자동 후보 1개는 가장자리 잎 반사 → 누락 아님. GT 는 잎 위 채움,ai,,,210629-t4,p0004,0,1,,,none,psm_gt,,none,,
peach,210629-t4-15,reviewed_260916,reviewed_260916,keep,,GT 가 잎 위까지 채움,ai,,,210629-t4,p0004,0,1,,,none,psm_gt,,none,,
peach,210629-t4-16,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 1개 추가(AI 제안 성분 2),ai,,,210629-t4,p0004,0,1,,,none,psm_gt,,none,,
peach,210629-t4-17,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 10개 추가(AI 제안 성분 1 2 3 4 5 6 7 8 9 10) | 잎 우세/불명 성분 #1(fruit_leafy) #2(fruit_leafy) #9(fruit_leafy) 윤곽 조정 필요,ai,,,210629-t4,p0004,0,1,,,none,psm_gt,,none,,
peach,210629-t4-18,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 8개 추가(AI 제안 성분 1 2 3 4 5 6 7 9) | 잎 우세/불명 성분 #1(fruit_leafy) 윤곽 조정 필요,ai,,,210629-t4,p0004,0,1,,,none,psm_gt,,none,,
peach,210629-t4-19,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 3개 추가(AI 제안 성분 1 2 3),ai,,,210629-t4,p0004,0,1,,,none,psm_gt,,none,,
peach,210629-t4-20,reviewed_260916,reviewed_260916,mask_fixed,,누락 복숭아 2개 추가(AI 제안 성분 2 3),ai,,,210629-t4,p0004,0,1,,,none,psm_gt,,none,,
