fruit,stem,image_source,mask_source,action,reason,note,source,confirmed_by,confirmed_at,session,split_group,has_instances,has_boxes,rule_pending,overlap_neighbors,instances_source,boxes_source,apple_check_verdict,verdict_source,peach_dup_candidate,mask_audit_reason
apple,20150919_174730_image6,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image1 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,ok_one_apple=1 · 확정오류 1,psm_review_list+confirmed_errors,,
apple,20150919_174730_image11,reviewed_260917,reviewed_260917,keep,,,reviewed,,,20150919_174730,a006,1,1,,20150919_174730_image1|20150919_174730_image21,reviewed_number_mask,psm_gt,,none,,
apple,20150919_174730_image16,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image11 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,
apple,20150919_174730_image21,reviewed_260917,reviewed_260917,keep,,,reviewed,,,20150919_174730,a006,1,1,,20150919_174730_image1|20150919_174730_image11,reviewed_number_mask,psm_gt,ok_one_apple=1,psm_review_list,,
apple,20150919_174730_image26,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image21 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,
apple,20150919_174730_image31,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image11 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,ok_one_apple=1,psm_review_list,,
apple,20150919_174730_image36,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image31 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,ok_one_apple=1,psm_review_list,,
apple,20150919_174730_image41,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image31 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,
apple,20150919_174730_image46,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image31 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,
apple,20150919_174730_image51,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image31 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,
apple,20150919_174730_image56,reviewed_260917,reviewed_260917,keep,,,reviewed,,,20150919_174730,a006,1,1,[rule_undecided_backrow] 같음 — 1차는 «문제»,20150919_174730_image66|20150919_174730_image76|20150919_174730_image86,reviewed_number_mask,psm_gt,,none,,bottom_5pct_ratio
apple,20150919_174730_image61,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image56 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,bottom_5pct_ratio
apple,20150919_174730_image66,reviewed_260917,reviewed_260917,keep,,,reviewed,,,20150919_174730,a006,1,1,[rule_undecided_backrow] 같음,20150919_174730_image56|20150919_174730_image76|20150919_174730_image86,reviewed_number_mask,psm_gt,,none,,bottom_5pct_ratio
apple,20150919_174730_image71,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image66 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,bottom_5pct_ratio
apple,20150919_174730_image76,reviewed_260917,reviewed_260917,keep,,,reviewed,,,20150919_174730,a006,1,1,,20150919_174730_image56|20150919_174730_image66|20150919_174730_image86|20150919_174730_image96,reviewed_number_mask,psm_gt,,none,,bottom_5pct_ratio
apple,20150919_174730_image81,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image76 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,bottom_5pct_ratio
apple,20150919_174730_image86,reviewed_260917,reviewed_260917,keep,,,reviewed,,,20150919_174730,a006,1,1,,20150919_174730_image56|20150919_174730_image66|20150919_174730_image76|20150919_174730_image96,reviewed_number_mask,psm_gt,,none,,bottom_5pct_ratio
apple,20150919_174730_image91,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image86 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,bottom_5pct_ratio
apple,20150919_174730_image96,reviewed_260917,reviewed_260917,keep,,,reviewed,,,20150919_174730,a006,1,1,,20150919_174730_image76|20150919_174730_image86,reviewed_number_mask,psm_gt,,none,,bottom_5pct_ratio
apple,20150919_174730_image101,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image86 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,bottom_5pct_ratio
apple,20150919_174730_image106,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image96 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,bottom_5pct_ratio
apple,20150919_174730_image111,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image96 만 남김),ai,,,20150919_174730,a006,0,0,"[rule_undecided_backrow] 174730_image111 — 앞 묘목 열매 거의 없음, 뒷줄만 있음. 1차는 «명백한 오류»",,none,none,,none,,
apple,20150919_174730_image116,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image111 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,
apple,20150919_174730_image121,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image111 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,
apple,20150919_174730_image126,reviewed_260917,reviewed_260917,keep,,,reviewed,,,20150919_174730,a006,1,1,,,reviewed_number_mask,psm_gt,,none,,
apple,20150919_174730_image131,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image126 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,
apple,20150919_174730_image136,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image126 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,
apple,20150919_174730_image141,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image126 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,
apple,20150919_174730_image146,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image141 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,
apple,20150919_174730_image151,reviewed_260917,reviewed_260917,keep,,,reviewed,,,20150919_174730,a006,1,1,,20150919_174730_image166|20150919_174730_image176|20150919_174730_image211,reviewed_number_mask,psm_gt,unclear=1,psm_review_list,,
apple,20150919_174730_image156,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image151 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,
apple,20150919_174730_image161,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image151 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,ok_one_apple=1,psm_review_list,,
apple,20150919_174730_image166,reviewed_260917,reviewed_260917,keep,,,reviewed,,,20150919_174730,a006,1,1,,20150919_174730_image151|20150919_174730_image176,reviewed_number_mask,psm_gt,,none,,
apple,20150919_174730_image171,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image166 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,bottom_5pct_ratio
apple,20150919_174730_image176,reviewed_260917,reviewed_260917,keep,,,reviewed,,,20150919_174730,a006,1,1,,20150919_174730_image151|20150919_174730_image166|20150919_174730_image211|20150919_174730_image221,reviewed_number_mask,psm_gt,,none,,bottom_5pct_ratio
apple,20150919_174730_image181,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image176 만 남김),ai,,,20150919_174730,a006,0,0,"[rule_undecided_backrow] 앞 묘목엔 사과 2알뿐, 뒷줄 노란 사과 라벨 없음. 1차는 «명백한 오류» 로 봄",,none,none,,none,,bottom_5pct_ratio
apple,20150919_174730_image186,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image201 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,bottom_5pct_ratio
apple,20150919_174730_image191,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image176 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,
apple,20150919_174730_image196,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image201 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,bottom_5pct_ratio
apple,20150919_174730_image201,reviewed_260917,reviewed_260917,needs_human,,"라벨 안 된 열매 후보 1곳(x1,y1,x2,y2: 920,104,963,145) — 사과 전체를 다시 그리고 번호(N)를 붙일 것 [거의 같은 20150919_174730_image206 의 메모: 라벨 안 된 열매 후보 1곳(x1,y1,x2,y2: 989,79,1031,121) — 사과 전체를 다시 그리고 번호(N)를 붙일 것]",ai,,,20150919_174730,a006,1,1,,20150919_174730_image211|20150919_174730_image221,reviewed_number_mask,psm_gt,,none,,bottom_5pct_ratio
apple,20150919_174730_image206,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image201 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,
apple,20150919_174730_image211,reviewed_260917,reviewed_260917,keep,,,reviewed,,,20150919_174730,a006,1,1,,20150919_174730_image151|20150919_174730_image176|20150919_174730_image201|20150919_174730_image221,reviewed_number_mask,psm_gt,,none,,
apple,20150919_174730_image216,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image211 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,bottom_5pct_ratio
apple,20150919_174730_image221,reviewed_260917,reviewed_260917,keep,,,reviewed,,,20150919_174730,a006,1,1,,20150919_174730_image176|20150919_174730_image201|20150919_174730_image211|20150919_174730_image236|20150919_174730_image246|20150919_174730_image256,reviewed_number_mask,psm_gt,,none,,bottom_5pct_ratio
apple,20150919_174730_image226,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image221 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,bottom_5pct_ratio
apple,20150919_174730_image231,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image221 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,bottom_5pct_ratio
apple,20150919_174730_image236,reviewed_260917,reviewed_260917,keep,,,reviewed,,,20150919_174730,a006,1,1,[rule_undecided_backrow] 앞 묘목엔 열매가 거의 없고 뒷줄에만 있음. 앞나무만 라벨하는 관행과 일치,20150919_174730_image221|20150919_174730_image246|20150919_174730_image256,reviewed_number_mask,psm_gt,,none,,bottom_5pct_ratio
apple,20150919_174730_image241,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image221 만 남김),ai,,,20150919_174730,a006,0,0,[rule_undecided_backrow] 앞 묘목 무열매·뒷줄만 열매,,none,none,,none,,bottom_5pct_ratio
apple,20150919_174730_image246,reviewed_260917,reviewed_260917,keep,,,reviewed,,,20150919_174730,a006,1,1,[rule_undecided_backrow] 같음,20150919_174730_image221|20150919_174730_image236|20150919_174730_image256|20150919_174730_image271,reviewed_number_mask,psm_gt,,none,,bottom_5pct_ratio
apple,20150919_174730_image251,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image246 만 남김),ai,,,20150919_174730,a006,0,0,[rule_undecided_backrow] 같음,,none,none,,none,,bottom_5pct_ratio
apple,20150919_174730_image256,reviewed_260917,reviewed_260917,keep,,,reviewed,,,20150919_174730,a006,1,1,[rule_undecided_backrow] 같음 — 1차는 «문제» 로 봤으나 앞나무엔 실제로 열매가 없음,20150919_174730_image221|20150919_174730_image236|20150919_174730_image246|20150919_174730_image271,reviewed_number_mask,psm_gt,,none,,bottom_5pct_ratio
apple,20150919_174730_image261,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image256 만 남김),ai,,,20150919_174730,a006,0,0,[rule_undecided_backrow] 같음,,none,none,,none,,bottom_5pct_ratio
apple,20150919_174730_image266,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image256 만 남김),ai,,,20150919_174730,a006,0,0,[rule_undecided_backrow] 같음,,none,none,,none,,bottom_5pct_ratio
apple,20150919_174730_image271,reviewed_260917,reviewed_260917,keep,,,reviewed,,,20150919_174730,a006,1,1,[rule_undecided_backrow] 같음,20150919_174730_image246|20150919_174730_image256,reviewed_number_mask,psm_gt,,none,,
apple,20150919_174730_image276,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image271 만 남김),ai,,,20150919_174730,a006,0,0,[rule_undecided_backrow] 같음,,none,none,,none,,
apple,20150919_174730_image286,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image271 만 남김),ai,,,20150919_174730,a006,0,0,[rule_undecided_backrow] 뒷줄 노란 사과밭 전체 라벨 없음,,none,none,,none,,
apple,20150919_174730_image296,reviewed_260917,reviewed_260917,keep,,,reviewed,,,20150919_174730,a006,1,1,[rule_undecided_backrow] 같음,,reviewed_number_mask,psm_gt,,none,,
apple,20150919_174730_image301,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image296 만 남김),ai,,,20150919_174730,a006,0,0,[rule_undecided_backrow] 같음,,none,none,,none,,
apple,20150919_174730_image306,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image296 만 남김),ai,,,20150919_174730,a006,0,0,[rule_undecided_backrow] 같음,,none,none,,none,,
apple,20150919_174730_image321,reviewed_260917,reviewed_260917,keep,,,reviewed,,,20150919_174730,a006,1,1,,,reviewed_number_mask,psm_gt,,none,,
apple,20150919_174730_image331,-,-,excluded_duplicate,reviewed_duplicate,거의 같은 사진(대표 20150919_174730_image321 만 남김),ai,,,20150919_174730,a006,0,0,,,none,none,,none,,
