fruit,stem,image_source,mask_source,action,reason,note,source,confirmed_by,confirmed_at,session,split_group,has_instances,has_boxes,rule_pending,overlap_neighbors,instances_source,boxes_source,apple_check_verdict,verdict_source,peach_dup_candidate,mask_audit_reason
grape,46,reviewed_260916,reviewed_260916,keep,,,reviewed,,,46,g0045,0,1,,,none,psm_gt,,none,,
grape,47,reviewed_260916,reviewed_260916,keep,,,reviewed,,,47,g0046,0,1,,,none,psm_gt,,none,,
grape,48,reviewed_260916,reviewed_260916,keep,,,reviewed,,,48,g0047,0,1,,,none,psm_gt,,none,,
grape,49,reviewed_260916,reviewed_260916,keep,,,reviewed,,,49,g0048,0,1,,,none,psm_gt,,none,,
grape,50,reviewed_260916,reviewed_260916,keep,,,reviewed,,,50,g0049,0,1,,,none,psm_gt,,none,,
grape,51,reviewed_260916,reviewed_260916,keep,,,reviewed,,,51,g0050,0,1,,,none,psm_gt,,none,,
grape,52,reviewed_260916,reviewed_260916,keep,,,reviewed,,,52,g0051,0,1,,,none,psm_gt,,none,,
grape,53,reviewed_260916,reviewed_260916,keep,,,reviewed,,,53,g0052,0,1,,,none,psm_gt,,none,,
grape,54,reviewed_260916,reviewed_260916,keep,,dice 0.87 — 라벨된 송이 자체는 정확(규칙 판정). 다만 라벨 안 된 다른 송이가 있을 수 있음,reviewed,,,54,g0053,0,1,,,none,psm_gt,,none,,
grape,55,reviewed_260916,reviewed_260916,keep,,,reviewed,,,55,g0054,0,1,,,none,psm_gt,,none,,
grape,56,-,-,excluded_duplicate,reviewed_duplicate,근접 중복(대표 2487 만 남김),ai,,,56,g0055,0,0,,,none,none,,none,,
grape,57,-,-,excluded_duplicate,reviewed_duplicate,근접 중복(대표 2022 만 남김),ai,,,57,g0056,0,0,,,none,none,,none,,
grape,58,reviewed_260916,reviewed_260916,keep,,,reviewed,,,58,g0057,0,1,,,none,psm_gt,,none,,
grape,59,reviewed_260916,reviewed_260916,keep,,,reviewed,,,59,g0058,0,1,,,none,psm_gt,,none,,
grape,60,-,-,excluded_duplicate,reviewed_duplicate,사이클1 추가 발견 근접 중복(대표 2030 만 남김). 파일은 폴더에 남아 있으나 분할표 v4 와 manifest 에서 제외 — 사람이 지울 것: _to_delete_260916.txt,ai,,,60,g0059,0,0,,,none,none,,none,,
grape,61,reviewed_260916,reviewed_260916,keep,,,reviewed,,,61,g0060,0,1,,,none,psm_gt,,none,,
grape,62,reviewed_260916,reviewed_260916,keep,,,reviewed,,,62,g0061,0,1,,,none,psm_gt,,none,,
grape,63,reviewed_260916,reviewed_260916,keep,,,reviewed,,,63,g0062,0,1,,,none,psm_gt,,none,,
grape,64,reviewed_260916,reviewed_260916,keep,,,reviewed,,,64,g0063,0,1,,,none,psm_gt,,none,,
grape,65,reviewed_260916,reviewed_260916,keep,,,reviewed,,,65,g0064,0,1,,,none,psm_gt,,none,,
grape,66,-,-,excluded_duplicate,reviewed_duplicate,근접 중복(대표 2040 만 남김),ai,,,66,g0065,0,0,,,none,none,,none,,
grape,67,reviewed_260916,reviewed_260916,keep,,,reviewed,,,67,g0066,0,1,,,none,psm_gt,,none,,
grape,68,reviewed_260916,reviewed_260916,keep,,,reviewed,,,68,g0067,0,1,,,none,psm_gt,,none,,
grape,69,reviewed_260916,reviewed_260916,keep,,,reviewed,,,69,g0068,0,1,,,none,psm_gt,,none,,
grape,70,-,-,excluded_duplicate,reviewed_duplicate,근접 중복(대표 2046 만 남김),ai,,,70,g0069,0,0,,,none,none,,none,,
grape,71,reviewed_260916,reviewed_260916,keep,,,reviewed,,,71,g0070,0,1,,,none,psm_gt,,none,,
grape,72,reviewed_260916,reviewed_260916,keep,,,reviewed,,,72,g0071,0,1,,,none,psm_gt,,none,,
grape,73,reviewed_260916,reviewed_260916,keep,,,reviewed,,,73,g0072,0,1,,,none,psm_gt,,none,,
grape,74,reviewed_260916,reviewed_260916,keep,,,reviewed,,,74,g0073,0,1,,,none,psm_gt,,none,,
grape,75,reviewed_260916,reviewed_260916,keep,,,reviewed,,,75,g0074,0,1,,,none,psm_gt,,none,,
grape,76,reviewed_260916,reviewed_260916,keep,,,reviewed,,,76,g0075,0,1,,,none,psm_gt,,none,,
grape,77,reviewed_260916,reviewed_260916,keep,,,reviewed,,,77,g0076,0,1,,,none,psm_gt,,none,,
grape,78,reviewed_260916,reviewed_260916,keep,,,reviewed,,,78,g0077,0,1,,,none,psm_gt,,none,,
grape,79,reviewed_260916,reviewed_260916,keep,,,reviewed,,,79,g0078,0,1,,,none,psm_gt,,none,,
grape,80,reviewed_260916,reviewed_260916,keep,,,reviewed,,,80,g0079,0,1,,,none,psm_gt,,none,,
grape,81,reviewed_260916,reviewed_260916,keep,,,reviewed,,,81,g0080,0,1,,,none,psm_gt,,none,,
grape,82,reviewed_260916,reviewed_260916,keep,,,reviewed,,,82,g0081,0,1,,,none,psm_gt,,none,,
grape,83,reviewed_260916,reviewed_260916,keep,,,reviewed,,,83,g0082,0,1,,,none,psm_gt,,none,,
grape,84,-,-,excluded_duplicate,reviewed_duplicate,근접 중복(대표 2071 만 남김),ai,,,84,g0083,0,0,,,none,none,,none,,
grape,85,reviewed_260916,reviewed_260916,keep,,,reviewed,,,85,g0084,0,1,,,none,psm_gt,,none,,
grape,86,reviewed_260916,reviewed_260916,keep,,,reviewed,,,86,g0085,0,1,,,none,psm_gt,,none,,
grape,87,reviewed_260916,reviewed_260916,keep,,,reviewed,,,87,g0086,0,1,,,none,psm_gt,,none,,
grape,88,reviewed_260916,reviewed_260916,keep,,,reviewed,,,88,g0087,0,1,,,none,psm_gt,,none,,
grape,89,reviewed_260916,reviewed_260916,keep,,,reviewed,,,89,g0088,0,1,,,none,psm_gt,,none,,
grape,90,reviewed_260916,reviewed_260916,keep,,,reviewed,,,90,g0089,0,1,,,none,psm_gt,,none,,
grape,91,reviewed_260916,reviewed_260916,keep,,,reviewed,,,91,g0090,0,1,,,none,psm_gt,,none,,
grape,92,reviewed_260916,reviewed_260916,keep,,,reviewed,,,92,g0091,0,1,,,none,psm_gt,,none,,
grape,93,reviewed_260916,reviewed_260916,keep,,,reviewed,,,93,g0092,0,1,,,none,psm_gt,,none,,
grape,94,reviewed_260916,reviewed_260916,keep,,,reviewed,,,94,g0093,0,1,,,none,psm_gt,,none,,
grape,95,reviewed_260916,reviewed_260916,keep,,,reviewed,,,95,g0094,0,1,,,none,psm_gt,,none,,
grape,96,-,-,excluded_duplicate,reviewed_duplicate,근접 중복(대표 2084 만 남김),ai,,,96,g0095,0,0,,,none,none,,none,,
grape,97,reviewed_260916,reviewed_260916,keep,,,reviewed,,,97,g0096,0,1,,,none,psm_gt,,none,,
grape,98,reviewed_260916,reviewed_260916,keep,,,reviewed,,,98,g0097,0,1,,,none,psm_gt,,none,,
grape,99,reviewed_260916,reviewed_260916,keep,,,reviewed,,,99,g0098,0,1,,,none,psm_gt,,none,,
grape,100,reviewed_260916,reviewed_260916,keep,,,reviewed,,,100,g0099,0,1,,,none,psm_gt,,none,,
grape,101,reviewed_260916,reviewed_260916,keep,,,reviewed,,,101,g0100,0,1,,,none,psm_gt,,none,,
grape,102,reviewed_260916,reviewed_260916,keep,,,reviewed,,,102,g0101,0,1,,,none,psm_gt,,none,,
grape,103,reviewed_260916,reviewed_260916,keep,,,reviewed,,,103,g0102,0,1,,,none,psm_gt,,none,,
grape,104,reviewed_260916,reviewed_260916,image_replaced,,"이미지↔마스크 불일치 교정: CERTH zip 의 mimc test_set 사진으로 교체(마스크는 원래 맞음). image replaced from images/multiple-instance-multiple-class/test_set/104.png (resized 2160x3840 -> 1080x1920, BILINEAR)",ai,,,104,g0103,0,1,,,none,psm_gt,,none,,
grape,105,reviewed_260916,reviewed_260916,keep,,,reviewed,,,105,g0104,0,1,,,none,psm_gt,,none,,
grape,106,reviewed_260916,reviewed_260916,keep,,,reviewed,,,106,g0105,0,1,,,none,psm_gt,,none,,
grape,107,reviewed_260916,reviewed_260916,keep,,,reviewed,,,107,g0106,0,1,,,none,psm_gt,,none,,
grape,108,reviewed_260916,reviewed_260916,keep,,,reviewed,,,108,g0107,0,1,,,none,psm_gt,,none,,
grape,109,reviewed_260916,reviewed_260916,keep,,,reviewed,,,109,g0108,0,1,,,none,psm_gt,,none,,
grape,110,reviewed_260916,reviewed_260916,keep,,,reviewed,,,110,g0109,0,1,,,none,psm_gt,,none,,
grape,111,reviewed_260916,reviewed_260916,keep,,,reviewed,,,111,g0110,0,1,,,none,psm_gt,,none,,
grape,112,reviewed_260916,reviewed_260916,keep,,,reviewed,,,112,g0111,0,1,,,none,psm_gt,,none,,
grape,113,reviewed_260916,reviewed_260916,keep,,,reviewed,,,113,g0112,0,1,,,none,psm_gt,,none,,
grape,114,reviewed_260916,reviewed_260916,keep,,,reviewed,,,114,g0113,0,1,,,none,psm_gt,,none,,
grape,115,reviewed_260916,reviewed_260916,keep,,,reviewed,,,115,g0114,0,1,,,none,psm_gt,,none,,
grape,116,reviewed_260916,reviewed_260916,keep,,,reviewed,,,116,g0115,0,1,,,none,psm_gt,,none,,
grape,117,reviewed_260916,reviewed_260916,keep,,,reviewed,,,117,g0116,0,1,,,none,psm_gt,,none,,
grape,118,reviewed_260916,reviewed_260916,keep,,,reviewed,,,118,g0117,0,1,,,none,psm_gt,,none,,
grape,119,reviewed_260916,reviewed_260916,keep,,,reviewed,,,119,g0118,0,1,,,none,psm_gt,,none,,
grape,120,reviewed_260916,reviewed_260916,keep,,,reviewed,,,120,g0119,0,1,,,none,psm_gt,,none,,
grape,121,reviewed_260916,reviewed_260916,keep,,,reviewed,,,121,g0120,0,1,,,none,psm_gt,,none,,
grape,122,reviewed_260916,reviewed_260916,keep,,,reviewed,,,122,g0121,0,1,,,none,psm_gt,,none,,
grape,123,reviewed_260916,reviewed_260916,keep,,,reviewed,,,123,g0122,0,1,,,none,psm_gt,,none,,
grape,124,reviewed_260916,reviewed_260916,keep,,,reviewed,,,124,g0123,0,1,,,none,psm_gt,,none,,
grape,125,reviewed_260916,reviewed_260916,keep,,,reviewed,,,125,g0124,0,1,,,none,psm_gt,,none,,
grape,126,reviewed_260916,reviewed_260916,keep,,,reviewed,,,126,g0125,0,1,,,none,psm_gt,,none,,
grape,127,reviewed_260916,reviewed_260916,keep,,,reviewed,,,127,g0126,0,1,,,none,psm_gt,,none,,
grape,128,reviewed_260916,reviewed_260916,keep,,,reviewed,,,128,g0127,0,1,,,none,psm_gt,,none,,
grape,129,reviewed_260916,reviewed_260916,keep,,,reviewed,,,129,g0128,0,1,,,none,psm_gt,,none,,
grape,130,reviewed_260916,reviewed_260916,keep,,,reviewed,,,130,g0129,0,1,,,none,psm_gt,,none,,
grape,131,reviewed_260916,reviewed_260916,keep,,,reviewed,,,131,g0130,0,1,,,none,psm_gt,,none,,
grape,132,reviewed_260916,reviewed_260916,keep,,,reviewed,,,132,g0131,0,1,,,none,psm_gt,,none,,
grape,133,reviewed_260916,reviewed_260916,keep,,,reviewed,,,133,g0132,0,1,,,none,psm_gt,,none,,
grape,134,reviewed_260916,reviewed_260916,keep,,,reviewed,,,134,g0133,0,1,,,none,psm_gt,,none,,
grape,135,reviewed_260916,reviewed_260916,keep,,,reviewed,,,135,g0134,0,1,,,none,psm_gt,,none,,
grape,136,reviewed_260916,reviewed_260916,keep,,,reviewed,,,136,g0135,0,1,,,none,psm_gt,,none,,
grape,137,reviewed_260916,reviewed_260916,keep,,,reviewed,,,137,g0136,0,1,,,none,psm_gt,,none,,
grape,138,reviewed_260916,reviewed_260916,keep,,,reviewed,,,138,g0137,0,1,,,none,psm_gt,,none,,
grape,139,reviewed_260916,reviewed_260916,keep,,,reviewed,,,139,g0138,0,1,,,none,psm_gt,,none,,
grape,140,reviewed_260916,reviewed_260916,keep,,,reviewed,,,140,g0139,0,1,,,none,psm_gt,,none,,
grape,141,reviewed_260916,reviewed_260916,keep,,,reviewed,,,141,g0140,0,1,,,none,psm_gt,,none,,
grape,142,reviewed_260916,reviewed_260916,needs_human,,[missing_bunch] dice 0.78 — 송이 일부만 라벨(규칙 판정),ai,,,142,g0141,0,1,,,none,psm_gt,,none,,
grape,143,reviewed_260916,reviewed_260916,keep,,,reviewed,,,143,g0142,0,1,,,none,psm_gt,,none,,
grape,144,reviewed_260916,reviewed_260916,keep,,,reviewed,,,144,g0143,0,1,,,none,psm_gt,,none,,
grape,145,reviewed_260916,reviewed_260916,keep,,,reviewed,,,145,g0144,0,1,,,none,psm_gt,,none,,
grape,146,reviewed_260916,reviewed_260916,keep,,,reviewed,,,146,g0145,0,1,,,none,psm_gt,,none,,
grape,147,reviewed_260916,reviewed_260916,keep,,,reviewed,,,147,g0146,0,1,,,none,psm_gt,,none,,
grape,148,reviewed_260916,reviewed_260916,keep,,,reviewed,,,148,g0147,0,1,,,none,psm_gt,,none,,
grape,149,reviewed_260916,reviewed_260916,keep,,,reviewed,,,149,g0148,0,1,,,none,psm_gt,,none,,
grape,150,reviewed_260916,reviewed_260916,keep,,,reviewed,,,150,g0149,0,1,,,none,psm_gt,,none,,
grape,151,-,-,excluded_duplicate,reviewed_duplicate,근접 중복(대표 2031 만 남김),ai,,,151,g0150,0,0,,,none,none,,none,,
grape,152,reviewed_260916,reviewed_260916,keep,,,reviewed,,,152,g0151,0,1,,,none,psm_gt,,none,,
grape,153,reviewed_260916,reviewed_260916,keep,,,reviewed,,,153,g0152,0,1,,,none,psm_gt,,none,,
grape,154,reviewed_260916,reviewed_260916,keep,,,reviewed,,,154,g0153,0,1,,,none,psm_gt,,none,,
grape,155,reviewed_260916,reviewed_260916,keep,,,reviewed,,,155,g0154,0,1,,,none,psm_gt,,none,,
grape,156,reviewed_260916,reviewed_260916,keep,,,reviewed,,,156,g0155,0,1,,,none,psm_gt,,none,,
grape,157,reviewed_260916,reviewed_260916,keep,,,reviewed,,,157,g0156,0,1,,,none,psm_gt,,none,,
grape,158,reviewed_260916,reviewed_260916,keep,,,reviewed,,,158,g0157,0,1,,,none,psm_gt,,none,,
grape,159,reviewed_260916,reviewed_260916,keep,,,reviewed,,,159,g0158,0,1,,,none,psm_gt,,none,,
grape,160,reviewed_260916,reviewed_260916,keep,,,reviewed,,,160,g0159,0,1,,,none,psm_gt,,none,,
grape,161,reviewed_260916,reviewed_260916,keep,,,reviewed,,,161,g0160,0,1,,,none,psm_gt,,none,,
grape,162,reviewed_260916,reviewed_260916,keep,,,reviewed,,,162,g0161,0,1,,,none,psm_gt,,none,,
grape,163,-,-,excluded_duplicate,reviewed_duplicate,사이클1 추가 발견 근접 중복(대표 2047 만 남김). 파일은 폴더에 남아 있으나 분할표 v4 와 manifest 에서 제외 — 사람이 지울 것: _to_delete_260916.txt,ai,,,163,g0162,0,0,,,none,none,,none,,
grape,164,reviewed_260916,reviewed_260916,keep,,,reviewed,,,164,g0163,0,1,,,none,psm_gt,,none,,
grape,165,reviewed_260916,reviewed_260916,keep,,,reviewed,,,165,g0164,0,1,,,none,psm_gt,,none,,
grape,166,reviewed_260916,reviewed_260916,keep,,,reviewed,,,166,g0165,0,1,,,none,psm_gt,,none,,
grape,167,-,-,excluded_duplicate,reviewed_duplicate,근접 중복(대표 2148 만 남김),ai,,,167,g0166,0,0,,,none,none,,none,,
grape,168,reviewed_260916,reviewed_260916,keep,,,reviewed,,,168,g0167,0,1,,,none,psm_gt,,none,,
grape,169,reviewed_260916,reviewed_260916,keep,,,reviewed,,,169,g0168,0,1,,,none,psm_gt,,none,,
grape,170,reviewed_260916,reviewed_260916,keep,,,reviewed,,,170,g0169,0,1,,,none,psm_gt,,none,,
grape,171,reviewed_260916,reviewed_260916,keep,,,reviewed,,,171,g0170,0,1,,,none,psm_gt,,none,,
grape,172,reviewed_260916,reviewed_260916,keep,,,reviewed,,,172,g0171,0,1,,,none,psm_gt,,none,,
grape,173,reviewed_260916,reviewed_260916,keep,,,reviewed,,,173,g0172,0,1,,,none,psm_gt,,none,,
grape,174,-,-,excluded_duplicate,reviewed_duplicate,근접 중복(대표 2064 만 남김),ai,,,174,g0173,0,0,,,none,none,,none,,
grape,175,reviewed_260916,reviewed_260916,keep,,,reviewed,,,175,g0174,0,1,,,none,psm_gt,,none,,
grape,176,reviewed_260916,reviewed_260916,keep,,,reviewed,,,176,g0175,0,1,,,none,psm_gt,,none,,
grape,177,reviewed_260916,reviewed_260916,keep,,,reviewed,,,177,g0176,0,1,,,none,psm_gt,,none,,
grape,178,reviewed_260916,reviewed_260916,keep,,,reviewed,,,178,g0177,0,1,,,none,psm_gt,,none,,
grape,179,reviewed_260916,reviewed_260916,keep,,,reviewed,,,179,g0178,0,1,,,none,psm_gt,,none,,
grape,180,reviewed_260916,reviewed_260916,keep,,,reviewed,,,180,g0179,0,1,,,none,psm_gt,,none,,
grape,181,reviewed_260916,reviewed_260916,keep,,,reviewed,,,181,g0180,0,1,,,none,psm_gt,,none,,
grape,182,reviewed_260916,reviewed_260916,keep,,,reviewed,,,182,g0181,0,1,,,none,psm_gt,,none,,
grape,183,reviewed_260916,reviewed_260916,keep,,,reviewed,,,183,g0182,0,1,,,none,psm_gt,,none,,
grape,184,reviewed_260916,reviewed_260916,keep,,,reviewed,,,184,g0183,0,1,,,none,psm_gt,,none,,
grape,185,reviewed_260916,reviewed_260916,keep,,,reviewed,,,185,g0184,0,1,,,none,psm_gt,,none,,
grape,186,reviewed_260916,reviewed_260916,keep,,,reviewed,,,186,g0185,0,1,,,none,psm_gt,,none,,
grape,187,reviewed_260916,reviewed_260916,keep,,,reviewed,,,187,g0186,0,1,,,none,psm_gt,,none,,
grape,188,reviewed_260916,reviewed_260916,keep,,,reviewed,,,188,g0187,0,1,,,none,psm_gt,,none,,
grape,189,reviewed_260916,reviewed_260916,keep,,,reviewed,,,189,g0188,0,1,,,none,psm_gt,,none,,
grape,190,-,-,excluded_duplicate,reviewed_duplicate,근접 중복(대표 2090 만 남김),ai,,,190,g0189,0,0,,,none,none,,none,,
grape,191,reviewed_260916,reviewed_260916,keep,,,reviewed,,,191,g0190,0,1,,,none,psm_gt,,none,,
grape,192,reviewed_260916,reviewed_260916,keep,,,reviewed,,,192,g0191,0,1,,,none,psm_gt,,none,,
grape,193,reviewed_260916,reviewed_260916,keep,,,reviewed,,,193,g0192,0,1,,,none,psm_gt,,none,,
grape,194,-,-,excluded_duplicate,reviewed_duplicate,근접 중복(대표 2100 만 남김),ai,,,194,g0193,0,0,,,none,none,,none,,
grape,195,reviewed_260916,reviewed_260916,keep,,,reviewed,,,195,g0194,0,1,,,none,psm_gt,,none,,bottom_5pct_ratio
grape,196,reviewed_260916,reviewed_260916,keep,,,reviewed,,,196,g0195,0,1,,,none,psm_gt,,none,,
grape,197,reviewed_260916,reviewed_260916,keep,,,reviewed,,,197,g0196,0,1,,,none,psm_gt,,none,,
grape,198,reviewed_260916,reviewed_260916,image_replaced,,"이미지↔마스크 불일치 교정: CERTH zip 의 mimc test_set 사진으로 교체(마스크는 원래 맞음). image replaced from images/multiple-instance-multiple-class/test_set/198.png (resized 2160x3840 -> 1080x1920, BILINEAR)",ai,,,198,g0197,0,1,,,none,psm_gt,,none,,
grape,199,reviewed_260916,reviewed_260916,keep,,,reviewed,,,199,g0198,0,1,,,none,psm_gt,,none,,
grape,200,reviewed_260916,reviewed_260916,keep,,,reviewed,,,200,g0199,0,1,,,none,psm_gt,,none,,
grape,201,reviewed_260916,reviewed_260916,keep,,,reviewed,,,201,g0200,0,1,,,none,psm_gt,,none,,
grape,202,reviewed_260916,reviewed_260916,keep,,,reviewed,,,202,g0201,0,1,,,none,psm_gt,,none,,
grape,203,reviewed_260916,reviewed_260916,keep,,,reviewed,,,203,g0202,0,1,,,none,psm_gt,,none,,
grape,204,reviewed_260916,reviewed_260916,keep,,,reviewed,,,204,g0203,0,1,,,none,psm_gt,,none,,
grape,205,reviewed_260916,reviewed_260916,keep,,,reviewed,,,205,g0204,0,1,,,none,psm_gt,,none,,
grape,206,reviewed_260916,reviewed_260916,keep,,,reviewed,,,206,g0205,0,1,,,none,psm_gt,,none,,
grape,207,reviewed_260916,reviewed_260916,keep,,,reviewed,,,207,g0206,0,1,,,none,psm_gt,,none,,
grape,208,reviewed_260916,reviewed_260916,keep,,,reviewed,,,208,g0207,0,1,,,none,psm_gt,,none,,
grape,209,reviewed_260916,reviewed_260916,keep,,,reviewed,,,209,g0208,0,1,,,none,psm_gt,,none,,
grape,210,reviewed_260916,reviewed_260916,keep,,,reviewed,,,210,g0209,0,1,,,none,psm_gt,,none,,
grape,211,reviewed_260916,reviewed_260916,keep,,,reviewed,,,211,g0210,0,1,,,none,psm_gt,,none,,
grape,212,reviewed_260916,reviewed_260916,keep,,,reviewed,,,212,g0211,0,1,,,none,psm_gt,,none,,
grape,213,reviewed_260916,reviewed_260916,keep,,,reviewed,,,213,g0212,0,1,,,none,psm_gt,,none,,
grape,214,reviewed_260916,reviewed_260916,keep,,,reviewed,,,214,g0213,0,1,,,none,psm_gt,,none,,
grape,215,reviewed_260916,reviewed_260916,keep,,,reviewed,,,215,g0214,0,1,,,none,psm_gt,,none,,
grape,216,reviewed_260916,reviewed_260916,keep,,,reviewed,,,216,g0215,0,1,,,none,psm_gt,,none,,
grape,217,reviewed_260916,reviewed_260916,keep,,,reviewed,,,217,g0216,0,1,,,none,psm_gt,,none,,
grape,218,-,-,excluded_duplicate,reviewed_duplicate,근접 중복(대표 2118 만 남김),ai,,,218,g0217,0,0,,,none,none,,none,,
grape,219,reviewed_260916,reviewed_260916,keep,,,reviewed,,,219,g0218,0,1,,,none,psm_gt,,none,,
grape,220,reviewed_260916,reviewed_260916,keep,,,reviewed,,,220,g0219,0,1,,,none,psm_gt,,none,,
