fruit,stem,image_source,mask_source,action,reason,note,source,confirmed_by,confirmed_at,session,split_group,has_instances,has_boxes,rule_pending,overlap_neighbors,instances_source,boxes_source,apple_check_verdict,verdict_source,peach_dup_candidate,mask_audit_reason
blueberry,Camera 1 Video (37)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (37),b002,1,1,"같은 포기가 겹쳐 보이는 쌍(Camera 1 Video (37)_1 ↔ Camera 1 Video (37)_61) — «거의 같은 사진» 은 아님, 뺄지는 교수님 결정",Camera 1 Video (37)_1,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (39)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (39),bs0164,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (44)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (44),bs0165,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (45)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (45),bs0166,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (48)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (48),bs0167,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (48)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (48),bs0168,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (49)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (49),bs0169,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (49)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (49),bs0172,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (49)_121,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (49),bs0170,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (49)_361,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (49),bs0171,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (53)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (53),b003,1,1,[duplicate_unclear] Camera 1 Video (53)_61 와 같은 구역인지 불확실 (ORB 겹침 0.8116),Camera 1 Video (53)_61,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (53)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (53),b003,1,1,,Camera 1 Video (53)_1,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (53)_121,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (53),bs0173,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (53)_241,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (53),bs0174,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (53)_301,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (53),bs0175,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (53)_361,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (53),bs0176,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (53)_421,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (53),bs0177,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (53)_481,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (53),bs0178,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (53)_541,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (53),bs0179,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (53)_601,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (53),bs0180,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (53)_721,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (53),bs0181,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (53)_781,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (53),bs0182,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (53)_841,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (53),bs0183,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (53)_901,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (53),bs0184,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (55)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (55),bs0185,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (56)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (56),bs0186,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (56)_181,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (56),b004,1,1,,Camera 1 Video (56)_241,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (56)_241,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (56),b004,1,1,,Camera 1 Video (56)_181,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (56)_301,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (56),bs0187,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (56)_421,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (56),bs0188,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (56)_481,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (56),bs0189,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (58)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (58),bs0190,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (58)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (58),bs0195,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (58)_121,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (58),bs0191,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (58)_181,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (58),bs0192,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (58)_241,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (58),bs0193,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (58)_301,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (58),bs0194,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (59)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (59),bs0196,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (59)_301,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (59),bs0197,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (60)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (60),bs0198,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (60)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (60),bs0200,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (60)_241,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (60),bs0199,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (61)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (61),bs0201,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (62)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (62),bs0202,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (62)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (62),bs0208,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (62)_121,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (62),bs0203,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (62)_181,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (62),bs0204,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (62)_241,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (62),bs0205,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (62)_301,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (62),bs0206,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (62)_361,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (62),bs0207,1,1,,,detect_seed,lsh,,none,,bottom_5pct_ratio
blueberry,Camera 1 Video (63)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (63),bs0209,1,1,[마른 꽃부리 후보 — 열매에 포함할지 규칙 미정],,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (63)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (63),bs0212,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (63)_121,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (63),bs0210,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (63)_181,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (63),bs0211,1,1,[마른 꽃부리 후보 — 열매에 포함할지 규칙 미정],,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (64)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (64),bs0213,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (64)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (64),bs0214,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (66)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (66),bs0215,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (66)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (66),bs0216,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (67)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (67),bs0218,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (67)_121,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (67),bs0217,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (68)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (68),bs0219,1,1,"[candidate_unclear] 누락 후보 #182 bbox 98,896,170,964 — 초점 밖/작아서 판단 불가 [마른 꽃부리 후보 — 열매에 포함할지 규칙 미정]",,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (68)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (68),bs0228,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (68)_121,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (68),bs0220,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (68)_181,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (68),bs0221,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (68)_241,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (68),bs0222,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (68)_301,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (68),bs0223,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (68)_361,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (68),bs0224,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (68)_481,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (68),bs0225,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (68)_541,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (68),bs0226,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (68)_601,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (68),bs0227,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (68)_661,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (68),bs0229,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (69)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (69),bs0230,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (69)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (69),bs0232,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (69)_121,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (69),bs0231,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (70)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (70),bs0233,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (70)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (70),bs0234,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (71)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (71),bs0235,1,1,,,detect_seed,lsh,,none,,bottom_5pct_ratio
blueberry,Camera 1 Video (71)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (71),bs0236,1,1,[마른 꽃부리 후보 — 열매에 포함할지 규칙 미정],,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (72)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (72),bs0237,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (72)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (72),bs0241,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (72)_121,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (72),bs0238,1,1,,,detect_seed,lsh,,none,,bottom_5pct_ratio
blueberry,Camera 1 Video (72)_181,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (72),bs0239,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (72)_241,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (72),bs0240,1,1,,,detect_seed,lsh,,none,,bottom_5pct_ratio
blueberry,Camera 1 Video (73)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (73),bs0242,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (73)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (73),bs0243,1,1,,,detect_seed,lsh,,none,,bottom_5pct_ratio
blueberry,Camera 1 Video (74)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (74),bs0244,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (74)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (74),bs0248,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (74)_121,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (74),bs0245,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (74)_181,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (74),bs0246,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (74)_241,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (74),bs0247,1,1,"[rule_undecided] 흰 꽃을 AI 는 열매로 봄, GT 는 아님",,detect_seed,lsh,,none,,bottom_5pct_ratio
blueberry,Camera 1 Video (75)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (75),bs0249,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (76)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (76),bs0250,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (76)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (76),bs0260,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (76)_121,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (76),bs0251,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (76)_181,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (76),bs0252,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (76)_241,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (76),bs0253,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (76)_301,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (76),bs0254,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (76)_361,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (76),bs0255,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (76)_421,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (76),bs0256,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (76)_481,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (76),bs0257,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (76)_541,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (76),bs0258,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (76)_601,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (76),bs0259,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (76)_661,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (76),bs0261,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (77)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (77),bs0262,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (77)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (77),bs0263,1,1,,,detect_seed,lsh,,none,,bottom_5pct_ratio
blueberry,Camera 1 Video (78)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (78),bs0264,1,1,[마른 꽃부리 후보 — 열매에 포함할지 규칙 미정],,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (78)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (78),bs0265,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (79)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (79),bs0266,1,1,[rule_undecided] 아래쪽 시든·병든 열매를 칠할지,,detect_seed,lsh,,none,,bottom_5pct_ratio
blueberry,Camera 1 Video (80)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (80),bs0268,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (81)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (81),bs0269,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (81)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (81),bs0279,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (81)_121,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (81),bs0270,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (81)_181,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (81),bs0271,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (81)_241,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (81),bs0272,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (81)_301,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (81),bs0273,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (81)_361,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (81),bs0274,1,1,,,detect_seed,lsh,,none,,bottom_5pct_ratio
blueberry,Camera 1 Video (81)_421,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (81),bs0275,1,1,,,detect_seed,lsh,,none,,bottom_5pct_ratio
blueberry,Camera 1 Video (81)_481,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (81),bs0276,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (81)_541,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (81),bs0277,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (81)_601,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (81),bs0278,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (82)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (82),bs0280,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (83)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (83),bs0281,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (83)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (83),bs0291,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (83)_121,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (83),bs0282,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (83)_181,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (83),bs0283,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (83)_241,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (83),bs0284,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (83)_301,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (83),bs0285,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (83)_361,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (83),bs0286,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (83)_421,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (83),bs0287,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (83)_481,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (83),bs0288,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (83)_541,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (83),bs0289,1,1,,,detect_seed,lsh,,none,,bottom_5pct_ratio
blueberry,Camera 1 Video (83)_601,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (83),bs0290,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (84)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (84),bs0292,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (84)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (84),bs0294,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (84)_121,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (84),bs0293,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (85)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (85),bs0295,1,1,,,detect_seed,lsh,,none,,bottom_5pct_ratio
blueberry,Camera 1 Video (85)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (85),bs0297,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (85)_121,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (85),bs0296,1,1,,,detect_seed,lsh,,none,,bottom_5pct_ratio
blueberry,Camera 1 Video (86)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (86),bs0298,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (87)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (87),bs0299,1,1,,,detect_seed,lsh,,none,,bottom_5pct_ratio
blueberry,Camera 1 Video (87)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (87),bs0300,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (88)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (88),bs0301,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (88)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (88),bs0302,1,1,[마른 꽃부리 후보 — 열매에 포함할지 규칙 미정],,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (89)_1,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (89),bs0303,1,1,,,detect_seed,lsh,,none,,
blueberry,Camera 1 Video (89)_61,reviewed_260917,reviewed_260917,keep,,,reviewed,,,Camera 1 Video (89),bs0313,1,1,,,detect_seed,lsh,,none,,
